Name,CPU,vCPUs,NUMA Nodes,Memory,Avg Score,StdDev,StdDev%,#Runs
Standard_DS3_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,14.0,75583,4279,5.66%,70
Standard_DS3_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,14.0,72459,1230,1.70%,91
Standard_DS4_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,28.0,146804,1270,0.86%,49
Standard_DS4_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,28.0,147510,3214,2.18%,98
Standard_DS4_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,28.0,144002,1731,1.20%,70
Standard_DS4_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,28.0,116687,59050,50.61%,14
Standard_DS5_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,56.0,284713,4702,1.65%,63
Standard_DS5_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,56.0,297550,1502,0.50%,70
Standard_DS5_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,56.0,287238,4723,1.64%,84
Standard_DS5_v2,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,56.0,345144,2027,0.59%,14
Standard_D1_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,1,1,3.5,19112,851,4.45%,105
Standard_D1_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,1,1,3.5,21866,1802,8.24%,49
Standard_D1_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,1,1,3.5,19641,808,4.11%,63
Standard_D2_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,2,1,7.0,36684,1542,4.20%,112
Standard_D2_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,7.0,40452,2922,7.22%,42
Standard_D2_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,7.0,37109,1525,4.11%,63
Standard_D3_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,4,1,14.0,72681,1424,1.96%,84
Standard_D3_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,14.0,76631,4948,6.46%,70
Standard_D3_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,14.0,73768,2279,3.09%,56
Standard_D4_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,8,1,28.0,141204,19309,13.67%,70
Standard_D4_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,8,1,28.0,149027,1783,1.20%,98
Standard_D4_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,8,1,28.0,143576,1305,0.91%,49
Standard_D5_v2,Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz,16,2,56.0,281644,9594,3.41%,105
Standard_D5_v2,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,16,1,56.0,296879,2069,0.70%,28
Standard_D5_v2,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,16,1,56.0,284996,5417,1.90%,77
Standard_HB120rs_v3,AMD EPYC 7V13 64-Core Processor,120,4,440.9,2725819,62125,2.28%,7
Standard_HB120rs_v3,AMD EPYC 7V73X 64-Core Processor,120,4,440.9,2736592,88258,3.23%,49
Standard_HB120-16rs_v3,AMD EPYC 7V73X 64-Core Processor,16,4,440.9,441414,16866,3.82%,35
Standard_HB120-32rs_v3,AMD EPYC 7V73X 64-Core Processor,32,4,440.9,821802,31550,3.84%,35
Standard_HB120-32rs_v3,AMD EPYC 7V13 64-Core Processor,32,4,440.9,812130,29738,3.66%,7
Standard_HB120-64rs_v3,AMD EPYC 7V73X 64-Core Processor,64,4,440.9,1602181,77107,4.81%,42
Standard_HB120-96rs_v3,AMD EPYC 7V73X 64-Core Processor,96,4,440.9,2396063,79104,3.30%,35
Standard_HB120-96rs_v3,AMD EPYC 7V13 64-Core Processor,96,4,440.9,2345787,74660,3.18%,7
Standard_HB120rs_v2,AMD EPYC 7V12 64-Core Processor,120,30,425.1,2583980,68594,2.65%,133
Standard_HB60rs,AMD EPYC 7551 32-Core Processor,60,15,228.0,986593,28102,2.85%,21
Standard_HC44rs,Intel(R) Xeon(R) Platinum 8168 CPU @ 2.70GHz,44,2,352.0,995006,25995,2.61%,21
Standard_E2ads_v5,AMD EPYC 7763 64-Core Processor,2,1,15.6,38922,47,0.12%,35
Standard_E4ads_v5,AMD EPYC 7763 64-Core Processor,4,1,31.4,72638,140,0.19%,35
Standard_E4-2ads_v5,AMD EPYC 7763 64-Core Processor,2,1,31.4,38924,52,0.13%,35
Standard_E8ads_v5,AMD EPYC 7763 64-Core Processor,8,1,62.8,153765,572,0.37%,35
Standard_E8-2ads_v5,AMD EPYC 7763 64-Core Processor,2,1,62.8,38916,48,0.12%,35
Standard_E8-4ads_v5,AMD EPYC 7763 64-Core Processor,4,1,62.8,73154,920,1.26%,35
Standard_E16ads_v5,AMD EPYC 7763 64-Core Processor,16,1,125.8,303780,4336,1.43%,35
Standard_E16-4ads_v5,AMD EPYC 7763 64-Core Processor,4,1,125.8,72871,365,0.50%,35
Standard_E16-8ads_v5,AMD EPYC 7763 64-Core Processor,8,1,125.8,153767,603,0.39%,35
Standard_E20ads_v5,AMD EPYC 7763 64-Core Processor,20,2,157.4,375535,4506,1.20%,35
Standard_E32ads_v5,AMD EPYC 7763 64-Core Processor,32,1,251.7,599632,7739,1.29%,35
Standard_E32-8ads_v5,AMD EPYC 7763 64-Core Processor,8,1,251.7,153859,642,0.42%,35
Standard_E32-16ads_v5,AMD EPYC 7763 64-Core Processor,16,1,251.7,305170,3524,1.15%,35
Standard_E48ads_v5,AMD EPYC 7763 64-Core Processor,48,1,377.7,892509,12866,1.44%,35
Standard_E64ads_v5,AMD EPYC 7763 64-Core Processor,64,1,503.7,1195479,15280,1.28%,35
Standard_E64-16ads_v5,AMD EPYC 7763 64-Core Processor,16,1,503.7,307095,958,0.31%,35
Standard_E64-32ads_v5,AMD EPYC 7763 64-Core Processor,32,1,503.7,598891,7892,1.32%,35
Standard_E96ads_v5,AMD EPYC 7763 64-Core Processor,96,2,661.4,1832942,15387,0.84%,35
Standard_E96-24ads_v5,AMD EPYC 7763 64-Core Processor,24,1,661.0,450787,5791,1.28%,35
Standard_E96-48ads_v5,AMD EPYC 7763 64-Core Processor,48,1,661.0,894161,10898,1.22%,35
Standard_E96iads_v5,AMD EPYC 7763 64-Core Processor,96,2,661.4,1837643,18009,0.98%,35
Standard_E112iads_v5,AMD EPYC 7763 64-Core Processor,112,2,661.4,2125685,28945,1.36%,35
Standard_E2as_v5,AMD EPYC 7763 64-Core Processor,2,1,15.6,38919,45,0.11%,35
Standard_E4as_v5,AMD EPYC 7763 64-Core Processor,4,1,31.4,72704,161,0.22%,35
Standard_E4-2as_v5,AMD EPYC 7763 64-Core Processor,2,1,31.4,37346,3168,8.48%,35
Standard_E8as_v5,AMD EPYC 7763 64-Core Processor,8,1,62.8,153881,485,0.31%,35
Standard_E8-2as_v5,AMD EPYC 7763 64-Core Processor,2,1,62.8,38929,47,0.12%,35
Standard_E8-4as_v5,AMD EPYC 7763 64-Core Processor,4,1,62.8,72735,153,0.21%,35
Standard_E16as_v5,AMD EPYC 7763 64-Core Processor,16,1,125.8,305729,2717,0.89%,35
Standard_E16-4as_v5,AMD EPYC 7763 64-Core Processor,4,1,125.8,72736,225,0.31%,35
Standard_E16-8as_v5,AMD EPYC 7763 64-Core Processor,8,1,125.8,154340,805,0.52%,35
Standard_E20as_v5,AMD EPYC 7763 64-Core Processor,20,2,157.4,376978,4605,1.22%,35
Standard_E32as_v5,AMD EPYC 7763 64-Core Processor,32,1,251.7,595261,7046,1.18%,35
Standard_E32-8as_v5,AMD EPYC 7763 64-Core Processor,8,1,251.7,153867,462,0.30%,35
Standard_E32-16as_v5,AMD EPYC 7763 64-Core Processor,16,1,251.7,306591,4517,1.47%,35
Standard_E48as_v5,AMD EPYC 7763 64-Core Processor,48,1,377.7,892935,11974,1.34%,35
Standard_E64as_v5,AMD EPYC 7763 64-Core Processor,64,1,503.7,1186352,19335,1.63%,35
Standard_E64-16as_v5,AMD EPYC 7763 64-Core Processor,16,1,503.7,306793,869,0.28%,35
Standard_E64-32as_v5,AMD EPYC 7763 64-Core Processor,32,1,503.7,600716,7948,1.32%,35
Standard_E96as_v5,AMD EPYC 7763 64-Core Processor,96,2,661.4,1829274,23977,1.31%,35
Standard_E96-24as_v5,AMD EPYC 7763 64-Core Processor,24,1,661.0,448295,6035,1.35%,35
Standard_E96-48as_v5,AMD EPYC 7763 64-Core Processor,48,1,661.0,899801,11515,1.28%,35
Standard_E96ias_v5,AMD EPYC 7763 64-Core Processor,96,2,661.4,1836489,27407,1.49%,35
Standard_E112ias_v5,AMD EPYC 7763 64-Core Processor,112,2,661.4,2115432,31094,1.47%,35
Standard_E2ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,34923,12,0.04%,35
Standard_E4ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,68727,286,0.42%,63
Standard_E4-2ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,31.4,34926,10,0.03%,49
Standard_E8ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,136905,460,0.34%,35
Standard_E8-2ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,62.8,34902,56,0.16%,42
Standard_E8-4ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,62.8,68738,252,0.37%,42
Standard_E16ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,271926,3097,1.14%,35
Standard_E16-4ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,125.8,68703,217,0.32%,42
Standard_E16-8ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,125.8,136880,469,0.34%,49
Standard_E20ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,341049,1350,0.40%,35
Standard_E32ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,545162,2334,0.43%,35
Standard_E32-8ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,251.7,136995,454,0.33%,49
Standard_E32-16ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,251.7,273226,1050,0.38%,56
Standard_E48ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,807259,9663,1.20%,35
Standard_E64ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,1060197,13810,1.30%,42
Standard_E64-16ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,2,503.9,273485,1014,0.37%,35
Standard_E64-32ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,2,503.9,536329,9334,1.74%,42
Standard_E96ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1580476,17308,1.10%,35
Standard_E96-24ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,2,661.4,397038,5317,1.34%,35
Standard_E96-48ds_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,661.4,800107,8216,1.03%,35
Standard_E104ids_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1708585,21877,1.28%,42
Standard_E2d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,34927,9,0.03%,49
Standard_E4d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,68699,254,0.37%,42
Standard_E8d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,136974,509,0.37%,49
Standard_E16d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,273081,1049,0.38%,49
Standard_E20d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,341711,1560,0.46%,42
Standard_E32d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,545310,2471,0.45%,56
Standard_E48d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,801326,9677,1.21%,42
Standard_E64d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,1062425,13190,1.24%,49
Standard_E96d_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1584556,18706,1.18%,49
Standard_E104id_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1709169,17132,1.00%,35
Standard_E2s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,31454,2465,7.84%,49
Standard_E4s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,65672,4558,6.94%,49
Standard_E4-2s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,31.4,32937,2633,7.99%,49
Standard_E8s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,120429,6932,5.76%,49
Standard_E8-2s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,62.8,30473,1714,5.62%,35
Standard_E8-4s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,62.8,64115,4800,7.49%,42
Standard_E16s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,254478,19263,7.57%,56
Standard_E16-4s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,125.8,65592,5002,7.63%,49
Standard_E16-8s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,125.8,121123,7984,6.59%,35
Standard_E20s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,323191,23552,7.29%,35
Standard_E32s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,495411,28367,5.73%,35
Standard_E32-8s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,251.7,123436,9678,7.84%,42
Standard_E32-16s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,251.7,232861,1867,0.80%,35
Standard_E48s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,699578,15956,2.28%,35
Standard_E64s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,969853,49428,5.10%,35
Standard_E64-16s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,2,503.9,244325,13378,5.48%,35
Standard_E64-32s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,2,503.9,499778,35333,7.07%,35
Standard_E96s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1417598,86297,6.09%,35
Standard_E96-24s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,24,2,661.4,368448,27903,7.57%,35
Standard_E96-48s_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,661.4,711917,43548,6.12%,35
Standard_E104is_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1718000,19930,1.16%,35
Standard_E2_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,2,1,15.6,31147,2390,7.67%,49
Standard_E4_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,4,1,31.4,63068,5021,7.96%,49
Standard_E8_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,8,1,62.8,126346,9905,7.84%,49
Standard_E16_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,16,1,125.8,252327,18906,7.49%,49
Standard_E20_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,20,1,157.2,307839,23401,7.60%,49
Standard_E32_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,32,1,251.7,528288,18156,3.44%,42
Standard_E48_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,48,2,377.9,704530,25690,3.65%,35
Standard_E64_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,64,2,503.9,925660,15870,1.71%,35
Standard_E96_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,96,2,661.4,1369408,18928,1.38%,35
Standard_E104i_v5,Intel(R) Xeon(R) Platinum 8370C CPU @ 2.80GHz,104,2,661.4,1507969,12223,0.81%,35
Standard_E2as_v4,AMD EPYC 7452 32-Core Processor,2,1,16.0,38155,432,1.13%,259
Standard_E4as_v4,AMD EPYC 7452 32-Core Processor,4,1,32.0,71500,1260,1.76%,259
Standard_E8as_v4,AMD EPYC 7452 32-Core Processor,8,1,64.0,151201,3171,2.10%,259
Standard_E16as_v4,AMD EPYC 7452 32-Core Processor,16,2,128.0,293186,6371,2.17%,280
Standard_E20as_v4,AMD EPYC 7452 32-Core Processor,20,3,160.0,363292,8744,2.41%,280
Standard_E32as_v4,AMD EPYC 7452 32-Core Processor,32,4,256.0,570199,14140,2.48%,294
Standard_E48as_v4,AMD EPYC 7452 32-Core Processor,48,6,384.0,841547,21858,2.60%,301
Standard_E64as_v4,AMD EPYC 7452 32-Core Processor,64,8,512.0,1108151,28783,2.60%,28
Standard_E96as_v4,AMD EPYC 7452 32-Core Processor,96,12,672.0,1578349,27080,1.72%,42
Standard_E2a_v4,AMD EPYC 7452 32-Core Processor,2,1,16.0,38035,900,2.37%,196
Standard_E4a_v4,AMD EPYC 7452 32-Core Processor,4,1,32.0,71345,949,1.33%,196
Standard_E8a_v4,AMD EPYC 7452 32-Core Processor,8,1,64.0,151511,1940,1.28%,189
Standard_E16a_v4,AMD EPYC 7452 32-Core Processor,16,2,128.0,292668,7220,2.47%,196
Standard_E20a_v4,AMD EPYC 7452 32-Core Processor,20,3,160.0,361845,9332,2.58%,196
Standard_E32a_v4,AMD EPYC 7452 32-Core Processor,32,4,256.0,570615,14419,2.53%,196
Standard_E48a_v4,AMD EPYC 7452 32-Core Processor,48,6,384.0,841419,26181,3.11%,196
Standard_E64a_v4,AMD EPYC 7452 32-Core Processor,64,8,512.0,1116891,28545,2.56%,14
Standard_E96a_v4,AMD EPYC 7452 32-Core Processor,96,12,672.0,1592228,32515,2.04%,14
Standard_E2ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35975,673,1.87%,189
Standard_E4ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65819,523,0.79%,182
Standard_E4-2ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,32.0,35623,312,0.88%,189
Standard_E8ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,135576,723,0.53%,189
Standard_E8-2ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,64.0,35831,529,1.48%,189
Standard_E8-4ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,64.0,66007,778,1.18%,189
Standard_E16ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,271138,1608,0.59%,189
Standard_E16-4ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,128.0,66461,1250,1.88%,189
Standard_E16-8ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,128.0,135960,1073,0.79%,189
Standard_E20ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,339000,1496,0.44%,189
Standard_E32ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,538949,6669,1.24%,168
Standard_E32ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,527258,11587,2.20%,21
Standard_E32-8ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,256.0,136425,1166,0.85%,147
Standard_E32-8ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,2,256.0,136743,2124,1.55%,42
Standard_E32-16ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,256.0,271264,1345,0.50%,154
Standard_E32-16ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,256.0,269101,4332,1.61%,28
Standard_E48ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,775434,10356,1.34%,189
Standard_E64ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1027169,12890,1.25%,182
Standard_E64-16ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,504.0,266956,4181,1.57%,189
Standard_E64-32ds_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,504.0,521183,6655,1.28%,182
Standard_E2d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35901,490,1.36%,189
Standard_E4d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65859,786,1.19%,189
Standard_E8d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,135986,1194,0.88%,189
Standard_E16d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,271196,1448,0.53%,182
Standard_E20d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,338449,2948,0.87%,189
Standard_E32d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,539487,5562,1.03%,161
Standard_E32d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,529841,13344,2.52%,28
Standard_E48d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,772684,11745,1.52%,189
Standard_E64d_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1025563,13902,1.36%,189
Standard_E2s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35750,491,1.37%,175
Standard_E4s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65919,696,1.06%,182
Standard_E4-2s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,32.0,35875,598,1.67%,182
Standard_E8s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,136061,1199,0.88%,182
Standard_E8-2s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,64.0,35762,404,1.13%,182
Standard_E8-4s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,64.0,65865,530,0.81%,182
Standard_E16s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,270956,1486,0.55%,182
Standard_E16-4s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,128.0,66290,1010,1.52%,182
Standard_E16-8s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,128.0,135990,1139,0.84%,182
Standard_E20s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,339149,1689,0.50%,182
Standard_E32s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,540883,3428,0.63%,154
Standard_E32s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,533105,10700,2.01%,28
Standard_E32-8s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,256.0,136061,1055,0.78%,140
Standard_E32-8s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,2,256.0,136911,3347,2.44%,35
Standard_E32-16s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,256.0,271570,1334,0.49%,147
Standard_E32-16s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,256.0,264434,5182,1.96%,35
Standard_E48s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,774071,9926,1.28%,182
Standard_E64s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1024690,13752,1.34%,182
Standard_E64-16s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,2,504.0,266980,3951,1.48%,182
Standard_E64-32s_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,504.0,521342,7052,1.35%,182
Standard_E2_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,35781,422,1.18%,182
Standard_E4_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,4,1,32.0,65742,489,0.74%,175
Standard_E8_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,8,1,64.0,135668,847,0.62%,182
Standard_E16_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,16,1,128.0,270553,2565,0.95%,182
Standard_E20_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,20,1,160.0,338166,4445,1.31%,175
Standard_E32_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,1,256.0,541040,2289,0.42%,154
Standard_E32_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,32,2,256.0,520279,6500,1.25%,28
Standard_E48_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,48,2,384.0,774116,10210,1.32%,175
Standard_E64_v4,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,64,2,504.0,1025603,13715,1.34%,182
Standard_E2s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,2,1,16.0,27008,2136,7.91%,105
Standard_E2s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,2,1,16.0,26729,987,3.69%,98
Standard_E2s_v3,Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz,2,1,16.0,31341,14,0.04%,21
Standard_E4s_v3,Intel(R) Xeon(R) CPU E5-2673 v4 @ 2.30GHz,4,1,32.0,51647,3354,6.49%,105
Standard_E4s_v3,Intel(R) Xeon(R) Platinum 8171M CPU @ 2.60GHz,4,1,32.0,49459,2426,4.91%,98
