"Name","API Name","Instance Memory","vCPUs","Memory per vCPU","GPUs","Storage","Linux On Demand cost","Linux Savings Plan","Linux Reserved cost","Linux Spot cost","Windows On Demand cost","Windows Savings Plan","Windows Reserved cost","Windows Spot cost"
"DC4ds v3","DC4ds v3","32 GiB","4","8 GiB/vCPU","0","300 GiB","$0.452 hourly","","","$0.0948 hourly","$0.636 hourly","","","$0.1334 hourly"
"DC4eds v6","DC4eds v6","16 GiB","4","4 GiB/vCPU","0","220 GiB","$0.249 hourly","","","$0.046 hourly","$0.433 hourly","","","$0.08 hourly"
"DC4es v6","DC4es v6","16 GiB","4","4 GiB/vCPU","0","0 GiB","$0.202 hourly","","","$0.0373 hourly","$0.386 hourly","","","$0.0713 hourly"
"DC4s v2","DC4s v2","16 GiB","4","4 GiB/vCPU","0","200 GiB","$0.384 hourly","","","$0.0782 hourly","$0.568 hourly","","","$0.1156 hourly"
"DC4s v3","DC4s v3","32 GiB","4","8 GiB/vCPU","0","0 GiB","$0.384 hourly","","","$0.0806 hourly","$0.568 hourly","","","$0.1192 hourly"
"DC64ads v5","DC64ads v5","256 GiB","64","4 GiB/vCPU","0","2400 GiB","$3.296 hourly","","","$0.6958 hourly","$6.24 hourly","","","$1.3173 hourly"
"DC64ads v6","DC64ads v6","256 GiB","64","4 GiB/vCPU","0","2400 GiB","$3.648 hourly","","","$0.7697 hourly","$6.592 hourly","","","$1.3909 hourly"
"DC64as v5","DC64as v5","256 GiB","64","4 GiB/vCPU","0","0 GiB","$2.752 hourly","","","$0.5809 hourly","$5.696 hourly","","","$1.2024 hourly"
"DC64as v6","DC64as v6","256 GiB","64","4 GiB/vCPU","0","0 GiB","$2.906 hourly","","","$0.6132 hourly","$5.85 hourly","","","$1.2344 hourly"
"DC64eds v6","DC64eds v6","256 GiB","64","4 GiB/vCPU","0","3520 GiB","$3.987 hourly","","","$0.7368 hourly","$6.931 hourly","","","$1.2808 hourly"
"DC64es v6","DC64es v6","256 GiB","64","4 GiB/vCPU","0","0 GiB","$3.226 hourly","","","$0.5962 hourly","$6.17 hourly","","","$1.1402 hourly"
"DC8ads v5","DC8ads v5","32 GiB","8","4 GiB/vCPU","0","300 GiB","$0.412 hourly","","","$0.087 hourly","$0.78 hourly","","","$0.1647 hourly"
"DC8ads v6","DC8ads v6","32 GiB","8","4 GiB/vCPU","0","300 GiB","$0.456 hourly","","","$0.0962 hourly","$0.824 hourly","","","$0.1739 hourly"
"DC8as v5","DC8as v5","32 GiB","8","4 GiB/vCPU","0","0 GiB","$0.344 hourly","","","$0.0726 hourly","$0.712 hourly","","","$0.1503 hourly"
"DC8as v6","DC8as v6","32 GiB","8","4 GiB/vCPU","0","0 GiB","$0.363 hourly","","","$0.0766 hourly","$0.731 hourly","","","$0.1542 hourly"
"DC8ds v3","DC8ds v3","64 GiB","8","8 GiB/vCPU","0","600 GiB","$0.904 hourly","","","$0.1897 hourly","$1.272 hourly","","","$0.2669 hourly"
"DC8eds v6","DC8eds v6","32 GiB","8","4 GiB/vCPU","0","440 GiB","$0.498 hourly","","","$0.092 hourly","$0.866 hourly","","","$0.16 hourly"
"DC8es v6","DC8es v6","32 GiB","8","4 GiB/vCPU","0","0 GiB","$0.403 hourly","","","$0.0745 hourly","$0.771 hourly","","","$0.1425 hourly"
"DC8 v2","DC8 v2","32 GiB","8","4 GiB/vCPU","0","400 GiB","$0.768 hourly","","","$0.1564 hourly","$1.136 hourly","","","$0.2313 hourly"
"DC8s v3","DC8s v3","64 GiB","8","8 GiB/vCPU","0","0 GiB","$0.768 hourly","","","$0.1611 hourly","$1.136 hourly","","","$0.2383 hourly"
"DC96ads v5","DC96ads v5","384 GiB","96","4 GiB/vCPU","0","3600 GiB","$4.944 hourly","","","$1.0437 hourly","$9.36 hourly","","","$1.9759 hourly"
"DC96ads v6","DC96ads v6","384 GiB","96","4 GiB/vCPU","0","3600 GiB","$5.472 hourly","","","$1.1546 hourly","$9.888 hourly","","","$2.0864 hourly"
"DC96as v5","DC96as v5","384 GiB","96","4 GiB/vCPU","0","0 GiB","$4.128 hourly","","","$0.8714 hourly","$8.544 hourly","","","$1.8036 hourly"
"DC96as v6","DC96as v6","384 GiB","96","4 GiB/vCPU","0","0 GiB","$4.358 hourly","","","$0.9195 hourly","$8.774 hourly","","","$1.8513 hourly"
"DC96eds v6","DC96eds v6","384 GiB","96","4 GiB/vCPU","0","5280 GiB","$5.98 hourly","","","$1.1051 hourly","$10.396 hourly","","","$1.9212 hourly"
"DC96es v6","DC96es v6","384 GiB","96","4 GiB/vCPU","0","0 GiB","$4.838 hourly","","","$0.8941 hourly","$9.254 hourly","","","$1.7101 hourly"
"DS11-1 v2","DS11-1 v2","14 GiB","2","7 GiB/vCPU","0","28 GiB","$0.185 hourly","","","$0.0363 hourly","$0.238 hourly","","","$0.0466 hourly"
"DS11 v2","DS11 v2","14 GiB","2","7 GiB/vCPU","0","28 GiB","$0.185 hourly","","","$0.0363 hourly","$0.238 hourly","","","$0.0466 hourly"
"DS12-2 v2","DS12-2 v2","28 GiB","4","7 GiB/vCPU","0","56 GiB","$0.371 hourly","","","$0.0727 hourly","$0.528 hourly","","","$0.1035 hourly"
"DS12 v2","DS12 v2","28 GiB","4","7 GiB/vCPU","0","56 GiB","$0.371 hourly","","","$0.0727 hourly","$0.476 hourly","","","$0.0933 hourly"
"DS13-4 v2","DS13-4 v2","56 GiB","8","7 GiB/vCPU","0","112 GiB","$0.741 hourly","","","$0.1452 hourly","$0.952 hourly","","","$0.1866 hourly"
"DS13 v2","DS13 v2","56 GiB","8","7 GiB/vCPU","0","112 GiB","$0.741 hourly","","","$0.1452 hourly","$0.952 hourly","","","$0.1866 hourly"
"DS14-8 v2","DS14-8 v2","112 GiB","16","7 GiB/vCPU","0","224 GiB","$1.482 hourly","","","$0.2905 hourly","$1.904 hourly","","","$0.3732 hourly"
"DS14 v2","DS14 v2","112 GiB","16","7 GiB/vCPU","0","224 GiB","$1.482 hourly","","","$0.2905 hourly","$1.904 hourly","","","$0.3732 hourly"
"DS15i v2","DS15i v2","140 GiB","20","7 GiB/vCPU","0","280 GiB","$1.853 hourly","","","$0.3632 hourly","$2.38 hourly","","","$0.4665 hourly"
"DS15 v2","DS15 v2","140 GiB","20","7 GiB/vCPU","0","280 GiB","$1.853 hourly","","","$0.3632 hourly","$2.38 hourly","","","$0.4665 hourly"
"DS1 v2","DS1 v2","3.5 GiB","1","3.5 GiB/vCPU","0","7 GiB","$0.073 hourly","","","$0.0143 hourly","$0.119 hourly","","","$0.0233 hourly"
"DS2 v2","DS2 v2","7 GiB","2","3.5 GiB/vCPU","0","14 GiB","$0.146 hourly","","","$0.0286 hourly","$0.238 hourly","","","$0.0466 hourly"
"DS3 v2","DS3 v2","14 GiB","4","3.5 GiB/vCPU","0","28 GiB","$0.293 hourly","","","$0.0574 hourly","$0.476 hourly","","","$0.0933 hourly"
"DS4 v2","DS4 v2","28 GiB","8","3.5 GiB/vCPU","0","56 GiB","$0.585 hourly","","","$0.1147 hourly","$0.952 hourly","","","$0.1866 hourly"
"DS5 v2","DS5 v2","56 GiB","16","3.5 GiB/vCPU","0","112 GiB","$1.17 hourly","","","$0.2293 hourly","$1.904 hourly","","","$0.3732 hourly"
"E104ids v5","E104ids v5","672 GiB","104","6.46 GiB/vCPU","0","3800 GiB","$8.237 hourly","","","$1.7322 hourly","$13.021 hourly","","","$2.7383 hourly"
"E104id v5","E104id v5","672 GiB","104","6.46 GiB/vCPU","0","3800 GiB","$8.237 hourly","","","$1.7322 hourly","$13.021 hourly","","","$2.7383 hourly"
"E104is v5","E104is v5","672 GiB","104","6.46 GiB/vCPU","0","0 GiB","$7.207 hourly","","","$1.5178 hourly","$11.991 hourly","","","$2.5253 hourly"
"E104i v5","E104i v5","672 GiB","104","6.46 GiB/vCPU","0","0 GiB","$7.207 hourly","","","$1.5178 hourly","$11.991 hourly","","","$2.5253 hourly"
"E112ibds v5","E112ibds v5","672 GiB","112","6 GiB/vCPU","0","3800 GiB","$10.287 hourly","","","$2.1634 hourly","$15.439 hourly","","","$3.2468 hourly"
"E112ibs v5","E112ibs v5","672 GiB","112","6 GiB/vCPU","0","0 GiB","$9.178 hourly","","","$1.9329 hourly","$14.33 hourly","","","$3.0179 hourly"
"E128-64s v6","E128-64s v6","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$7.629 hourly","","","$1.4236 hourly","$13.517 hourly","","","$2.525 hourly"
"E128ads v7","E128ads v7","1024 GiB","128","8 GiB/vCPU","0","7040 GiB","$9.293 hourly","","","$1.7341 hourly","$15.181 hourly","","","$2.8358 hourly"
"E128as v7","E128as v7","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$7.629 hourly","","","$1.4236 hourly","$13.517 hourly","","","$2.525 hourly"
"E128bds v6","E128bds v6","1024 GiB","128","8 GiB/vCPU","0","7040 GiB","$12.506 hourly","","","$2.5012 hourly","$18.394 hourly","","","$3.6788 hourly"
"E128bs v6","E128bs v6","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$11.162 hourly","","","$2.315 hourly","$17.05 hourly","","","$3.5362 hourly"
"E128ds v6","E128ds v6","1024 GiB","128","8 GiB/vCPU","0","7040 GiB","$10.465 hourly","","","$2.1851 hourly","$16.353 hourly","","","$3.4145 hourly"
"E128ds v7","E128ds v7","1024 GiB","128","8 GiB/vCPU","0","7040 GiB","$13.306 hourly","","","$2.4589 hourly","$19.194 hourly","","","$3.5471 hourly"
"E128nds v6","E128nds v6","1024 GiB","128","8 GiB/vCPU","0","7040 GiB","$12.505 hourly","","","$2.611 hourly","$18.393 hourly","","","$3.8405 hourly"
"E128ns v6","E128ns v6","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$11.157 hourly","","","$2.314 hourly","$17.045 hourly","","","$3.5351 hourly"
"E128s v6","E128s v6","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$8.467 hourly","","","$1.7561 hourly","$14.355 hourly","","","$2.9772 hourly"
"E128s v7","E128s v7","1024 GiB","128","8 GiB/vCPU","0","0 GiB","$11.114 hourly","","","$2.0539 hourly","$17.002 hourly","","","$3.142 hourly"
"E16-8s v6","E16-8s v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.162 hourly","","","$0.2168 hourly","$1.888 hourly","","","$0.3969 hourly"
"E160ads v7","E160ads v7","1280 GiB","160","8 GiB/vCPU","0","8800 GiB","$11.616 hourly","","","$2.1675 hourly","$18.976 hourly","","","$3.5447 hourly"
"E160as v7","E160as v7","1280 GiB","160","8 GiB/vCPU","0","0 GiB","$9.536 hourly","","","$1.7794 hourly","$16.896 hourly","","","$3.1562 hourly"
"E16ads v5","E16ads v5","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.048 hourly","","","$0.2338 hourly","$1.784 hourly","","","$0.398 hourly"
"E16ads v6","E16ads v6","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.162 hourly","","","$0.2436 hourly","$1.898 hourly","","","$0.3978 hourly"
"E16ads v7","E16ads v7","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.162 hourly","","","$0.2168 hourly","$1.898 hourly","","","$0.3545 hourly"
"E16as v4","E16as v4","128 GiB","16","8 GiB/vCPU","0","256 GiB","$1.008 hourly","","","$0.2256 hourly","$1.744 hourly","","","$0.3903 hourly"
"E16as v5","E16as v5","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.904 hourly","","","$0.2017 hourly","$1.64 hourly","","","$0.3659 hourly"
"E16as v6","E16as v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.954 hourly","","","$0.20 hourly","$1.69 hourly","","","$0.3542 hourly"
"E16as v7","E16as v7","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.954 hourly","","","$0.178 hourly","$1.69 hourly","","","$0.3157 hourly"
"E16a v4","E16a v4","128 GiB","16","8 GiB/vCPU","0","400 GiB","$1.008 hourly","","","$0.2256 hourly","$1.744 hourly","","","$0.3903 hourly"
"E16bds v5","E16bds v5","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.336 hourly","","","$0.281 hourly","$2.072 hourly","","","$0.4357 hourly"
"E16bds v6","E16bds v6","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.563 hourly","","","$0.3264 hourly","$2.299 hourly","","","$0.48 hourly"
"E16bs v5","E16bs v5","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.192 hourly","","","$0.251 hourly","$1.928 hourly","","","$0.406 hourly"
"E16bs v6","E16bs v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.395 hourly","","","$0.279 hourly","$2.131 hourly","","","$0.4262 hourly"
"E16ds v4","E16ds v4","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.152 hourly","","","$0.2422 hourly","$1.888 hourly","","","$0.3969 hourly"
"E16ds v5","E16ds v5","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.152 hourly","","","$0.2423 hourly","$1.888 hourly","","","$0.397 hourly"
"E16ds v6","E16ds v6","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.308 hourly","","","$0.2731 hourly","$2.044 hourly","","","$0.4268 hourly"
"E16ds v7","E16ds v7","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.663 hourly","","","$0.3073 hourly","$2.399 hourly","","","$0.4433 hourly"
"E16d v4","E16d v4","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.152 hourly","","","$0.2422 hourly","$1.888 hourly","","","$0.3969 hourly"
"E16d v5","E16d v5","128 GiB","16","8 GiB/vCPU","0","600 GiB","$1.152 hourly","","","$0.2423 hourly","$1.888 hourly","","","$0.397 hourly"
"E16nds v6","E16nds v6","128 GiB","16","8 GiB/vCPU","0","880 GiB","$1.563 hourly","","","$0.3264 hourly","$2.299 hourly","","","$0.48 hourly"
"E16ns v6","E16ns v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.395 hourly","","","$0.2893 hourly","$2.131 hourly","","","$0.442 hourly"
"Standard E16pds v5","E16pds v5","128 GiB","16","8 GiB/vCPU","0","600 GiB","$0.922 hourly","","","$0.1949 hourly","","","",""
"Standard E16pds v6","E16pds v6","128 GiB","16","8 GiB/vCPU","0","880 GiB","$0.936 hourly","","","$0.3257 hourly","","","",""
"Standard E16ps v5","E16ps v5","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.806 hourly","","","$0.1704 hourly","","","",""
"Standard E16ps v6","E16ps v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$0.738 hourly","","","$0.2568 hourly","","","",""
"E16s v3","E16s v3","128 GiB","16","8 GiB/vCPU","0","256 GiB","$1.008 hourly","","","$0.1976 hourly","$1.744 hourly","","","$0.3418 hourly"
"E16s v4","E16s v4","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.008 hourly","","","$0.2122 hourly","$1.744 hourly","","","$0.3671 hourly"
"E16s v5","E16s v5","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.008 hourly","","","$0.2123 hourly","$1.744 hourly","","","$0.3673 hourly"
"E16s v6","E16s v6","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.058 hourly","","","$0.2194 hourly","$1.794 hourly","","","$0.3721 hourly"
"E16s v7","E16s v7","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.389 hourly","","","$0.2567 hourly","$2.125 hourly","","","$0.3927 hourly"
"E16 v3","E16 v3","128 GiB","16","8 GiB/vCPU","0","400 GiB","$1.008 hourly","","","$0.1976 hourly","$1.744 hourly","","","$0.3418 hourly"
"E16 v4","E16 v4","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.008 hourly","","","$0.2122 hourly","$1.744 hourly","","","$0.3671 hourly"
"E16 v5","E16 v5","128 GiB","16","8 GiB/vCPU","0","0 GiB","$1.008 hourly","","","$0.2123 hourly","$1.744 hourly","","","$0.3673 hourly"
"E192ds v7","E192ds v7","1536 GiB","192","8 GiB/vCPU","0","10560 GiB","$19.958 hourly","","","$3.6882 hourly","$28.79 hourly","","","$5.3204 hourly"
"E192ibds v6","E192ibds v6","1832 GiB","192","9.54 GiB/vCPU","0","10560 GiB","$18.758 hourly","","","$3.7516 hourly","$27.59 hourly","","","$5.518 hourly"
"E192ibs v6","E192ibs v6","1832 GiB","192","9.54 GiB/vCPU","0","0 GiB","$16.742 hourly","","","$3.3484 hourly","$25.574 hourly","","","$5.1148 hourly"
"E192ids v6","E192ids v6","1832 GiB","192","9.54 GiB/vCPU","0","10560 GiB","$17.268 hourly","","","$3.6056 hourly","$26.10 hourly","","","$5.4497 hourly"
"E192s v7","E192s v7","1536 GiB","192","8 GiB/vCPU","0","0 GiB","$16.671 hourly","","","$3.3342 hourly","$25.503 hourly","","","$5.1006 hourly"
"E20ads v5","E20ads v5","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.31 hourly","","","$0.2923 hourly","$2.23 hourly","","","$0.4975 hourly"
"E20ads v6","E20ads v6","160 GiB","20","8 GiB/vCPU","0","1100 GiB","$1.452 hourly","","","$0.3043 hourly","$2.372 hourly","","","$0.4972 hourly"
"E20as v4","E20as v4","160 GiB","20","8 GiB/vCPU","0","320 GiB","$1.26 hourly","","","$0.282 hourly","$2.18 hourly","","","$0.4879 hourly"
"E20as v5","E20as v5","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.13 hourly","","","$0.2521 hourly","$2.05 hourly","","","$0.4574 hourly"
"E20as v6","E20as v6","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.192 hourly","","","$0.2498 hourly","$2.112 hourly","","","$0.4427 hourly"
"E20a v4","E20a v4","160 GiB","20","8 GiB/vCPU","0","500 GiB","$1.26 hourly","","","$0.282 hourly","$2.18 hourly","","","$0.4879 hourly"
"E20ds v4","E20ds v4","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.44 hourly","","","$0.3027 hourly","$2.36 hourly","","","$0.4961 hourly"
"E20ds v5","E20ds v5","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.44 hourly","","","$0.3028 hourly","$2.36 hourly","","","$0.4963 hourly"
"E20ds v6","E20ds v6","160 GiB","20","8 GiB/vCPU","0","1100 GiB","$1.635 hourly","","","$0.3414 hourly","$2.555 hourly","","","$0.5335 hourly"
"E20ds v7"," E20ds v7","160 GiB","20","8 GiB/vCPU","0","1100 GiB","$2.079 hourly","","","$0.3842 hourly","$2.999 hourly","","","$0.5542 hourly"
"E20d v4","E20d v4","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.44 hourly","","","$0.3027 hourly","$2.36 hourly","","","$0.4961 hourly"
"E20d v5","E20d v5","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.44 hourly","","","$0.3028 hourly","$2.36 hourly","","","$0.4963 hourly"
"Standard E20pds v5","E20pds v5","160 GiB","20","8 GiB/vCPU","0","750 GiB","$1.152 hourly","","","$0.2435 hourly","","","",""
"Standard E20ps v5","E20ps v5","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.008 hourly","","","$0.2131 hourly","","","",""
"E20s v3","E20s v3","160 GiB","20","8 GiB/vCPU","0","320 GiB","$1.26 hourly","","","$0.247 hourly","$2.18 hourly","","","$0.4273 hourly"
"E20s v4","E20s v4","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.26 hourly","","","$0.2652 hourly","$2.18 hourly","","","$0.4589 hourly"
"E20s v5","E20s v5","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.26 hourly","","","$0.2654 hourly","$2.18 hourly","","","$0.4591 hourly"
"E20s v6","E20s v6","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.323 hourly","","","$0.2744 hourly","$2.243 hourly","","","$0.4652 hourly"
"E20s v7","E20s v7","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.737 hourly","","","$0.321 hourly","$2.657 hourly","","","$0.491 hourly"
"E20 v3","E20 v3","160 GiB","20","8 GiB/vCPU","0","600 GiB","$1.26 hourly","","","$0.247 hourly","$2.18 hourly","","","$0.4273 hourly"
"E20 v4","E20 v4","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.26 hourly","","","$0.2652 hourly","$2.18 hourly","","","$0.4589 hourly"
"E20 v5","E20 v5","160 GiB","20","8 GiB/vCPU","0","0 GiB","$1.26 hourly","","","$0.2654 hourly","$2.18 hourly","","","$0.4591 hourly"
"E248ds v7","E248ds v7","1984 GiB","248","8 GiB/vCPU","0","13640 GiB","$25.78 hourly","","","$5.156 hourly","$37.188 hourly","","","$7.4376 hourly"
"E248s v7","E248s v7","1984 GiB","248","8 GiB/vCPU","0","0 GiB","$21.534 hourly","","","$4.3068 hourly","$32.942 hourly","","","$6.5884 hourly"
"E2ads v5","E2ads v5","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.131 hourly","","","$0.0292 hourly","$0.223 hourly","","","$0.0498 hourly"
"E2ads v6","E2ads v6","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.145 hourly","","","$0.0304 hourly","$0.237 hourly","","","$0.0497 hourly"
"E2ads v7","E2ads v7","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.145 hourly","","","$0.0271 hourly","$0.237 hourly","","","$0.0443 hourly"
"E2as v4","E2as v4","16 GiB","2","8 GiB/vCPU","0","32 GiB","$0.126 hourly","","","$0.0282 hourly","$0.218 hourly","","","$0.0488 hourly"
"E2as v5","E2as v5","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.113 hourly","","","$0.0252 hourly","$0.205 hourly","","","$0.0457 hourly"
"E2as v6","E2as v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.119 hourly","","","$0.0249 hourly","$0.211 hourly","","","$0.0442 hourly"
"E2as v7","E2as v7","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.119 hourly","","","$0.0222 hourly","$0.211 hourly","","","$0.0394 hourly"
"E2a v4","E2a v4","16 GiB","2","8 GiB/vCPU","0","50 GiB","$0.126 hourly","","","$0.0282 hourly","$0.218 hourly","","","$0.0488 hourly"
"E2bds v5","E2bds v5","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.167 hourly","","","$0.0351 hourly","$0.259 hourly","","","$0.0545 hourly"
"E2bds v6","E2bds v6","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.195 hourly","","","$0.039 hourly","$0.287 hourly","","","$0.0574 hourly"
"E2bs v5","E2bs v5","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.149 hourly","","","$0.0314 hourly","$0.241 hourly","","","$0.0508 hourly"
"E2bs v6","E2bs v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.174 hourly","","","$0.0361 hourly","$0.266 hourly","","","$0.0552 hourly"
"E2ds v4","E2ds v4","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.144 hourly","","","$0.0303 hourly","$0.236 hourly","","","$0.0496 hourly"
"E2ds v5","E2ds v5","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.144 hourly","","","$0.0303 hourly","$0.236 hourly","","","$0.0496 hourly"
"E2ds v6","E2ds v6","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.164 hourly","","","$0.0342 hourly","$0.256 hourly","","","$0.0535 hourly"
"E2ds v7","E2ds v7","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.208 hourly","","","$0.0384 hourly","$0.30 hourly","","","$0.0554 hourly"
"E2d v4","E2d v4","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.144 hourly","","","$0.0303 hourly","$0.236 hourly","","","$0.0496 hourly"
"E2d v5","E2d v5","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.144 hourly","","","$0.0303 hourly","$0.236 hourly","","","$0.0496 hourly"
"E2nds v6","E2nds v6","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.195 hourly","","","$0.0407 hourly","$0.287 hourly","","","$0.0599 hourly"
"E2ns v6","E2ns v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.174 hourly","","","$0.0361 hourly","$0.266 hourly","","","$0.0552 hourly"
"Standard E2pds v5","E2pds v5","16 GiB","2","8 GiB/vCPU","0","75 GiB","$0.115 hourly","","","$0.0243 hourly","","","",""
"Standard E2pds v6","E2pds v6","16 GiB","2","8 GiB/vCPU","0","110 GiB","$0.117 hourly","","","$0.0407 hourly","","","",""
"Standard E2ps v5","E2ps v5","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.101 hourly","","","$0.0214 hourly","","","",""
"Standard E2ps v6","E2ps v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.0922 hourly","","","$0.0321 hourly","","","",""
"E2s v3","E2s v3","16 GiB","2","8 GiB/vCPU","0","32 GiB","$0.126 hourly","","","$0.0247 hourly","$0.218 hourly","","","$0.0427 hourly"
"E2s v4","E2s v4","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.126 hourly","","","$0.0265 hourly","$0.218 hourly","","","$0.0459 hourly"
"E2s v5","E2s v5","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.126 hourly","","","$0.0265 hourly","$0.218 hourly","","","$0.0459 hourly"
"E2s v6","E2s v6","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.132 hourly","","","$0.0274 hourly","$0.224 hourly","","","$0.0465 hourly"
"E2s v7","E2s v7","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.174 hourly","","","$0.0322 hourly","$0.266 hourly","","","$0.0492 hourly"
"E2 v3","E2 v3","16 GiB","2","8 GiB/vCPU","0","50 GiB","$0.126 hourly","","","$0.0247 hourly","$0.218 hourly","","","$0.0427 hourly"
"E2 v4","E2 v4","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.126 hourly","","","$0.0265 hourly","$0.218 hourly","","","$0.0459 hourly"
"E2 v5","E2 v5","16 GiB","2","8 GiB/vCPU","0","0 GiB","$0.126 hourly","","","$0.0265 hourly","$0.218 hourly","","","$0.0459 hourly"
"E32-8s v6","E32-8s v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$2.096 hourly","","","$0.4676 hourly","$3.589 hourly","","","$0.7444 hourly"
"E32ads v5","E32ads v5","256 GiB","32","8 GiB/vCPU","0","1200 GiB","$2.096 hourly","","","$0.4676 hourly","$3.568 hourly","","","$0.796 hourly"
"E32ads v6","E32ads v6","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$2.323 hourly","","","$0.4869 hourly","$3.795 hourly","","","$0.7954 hourly"
"E32ads v7","E32ads v7","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$2.323 hourly","","","$0.4335 hourly","$3.795 hourly","","","$0.7089 hourly"
"E32as v4","E32as v4","256 GiB","32","8 GiB/vCPU","0","512 GiB","$2.016 hourly","","","$0.4512 hourly","$3.488 hourly","","","$0.7806 hourly"
"E32as v5","E32as v5","256 GiB","32","8 GiB/vCPU","0","0 GiB","$1.808 hourly","","","$0.4034 hourly","$3.28 hourly","","","$0.7318 hourly"
"E32as v6","E32as v6","256 GiB","32","8 GiB/vCPU","0","0 GiB","$1.907 hourly","","","$0.3997 hourly","$3.379 hourly","","","$0.7082 hourly"
"E32as v7","E32as v7","256 GiB","32","8 GiB/vCPU","0","0 GiB","$1.907 hourly","","","$0.3558 hourly","$3.379 hourly","","","$0.6312 hourly"
"E32a v4","E32a v4","256 GiB","32","8 GiB/vCPU","0","800 GiB","$2.016 hourly","","","$0.4512 hourly","$3.488 hourly","","","$0.7806 hourly"
"E32bds v5","E32bds v5","256 GiB","32","8 GiB/vCPU","0","1200 GiB","$2.672 hourly","","","$0.5619 hourly","$4.144 hourly","","","$0.8715 hourly"
"E32bds v6","E32bds v6","256 GiB","32","8 GiB/vCPU","0","1760 GiB","$3.126 hourly","","","$0.6527 hourly","$4.598 hourly","","","$0.9601 hourly"
