Name,Url,Socket,Foundry,Process Size,Package,tCaseMax,tJMax,Market,Production Status,Release Date,Part#,Frequency,Turbo Clock,P-Core Boost 3.0,E-Core Frequency,Base Clock,Multiplier,Multiplier Unlocked,TDP,Minimum Power,PL1,PL2,PL2 Tau Limit,Codename,Generation,Memory Support,DDR4 Speed,DDR5 Speed,LPDDR4x Speed,LPDDR5 Speed,ECC Memory,PCI-Express,Secondary PCIe,PCH PCIe,Chipsets,# of Cores,# of Threads,Hybrid Cores,SMP # CPUs,Integrated Graphics,Cache L1,Cache L2,Cache L3,E-Core L1,E-Core L2,Transistors,Die Size,I/O Process Size,I/O Die Size,Launch Price,FP32,Voltage,Chipset,Configurable TDP,# of CCDs,Cores per CCD,TDP-up Frequency,All-Core Turbo,Configurable TDP-up,Uncore Frequency,XFR,PPT,Idle Power,Configurable TDP-down,DDR3L Speed,LPDDR3 Speed,DMI Bus Speed,QPI Links,All Core Turbo,Effective FSB,Trace L1,AVX2 Turbo,AVX-512 Turbo,AVX-512 FMA Ports,Package#,Stepping Codes,Max Power,L1 Trace,Cache Type,Min. Assured Freq.,Max. Assured Freq.,Maximum Power,High Priority Core Freq.,Low Priority Core Freq.,High Priority Cores,Low Priority Cores,OEM Launch MSRP,Retail Launch MSRP,Bundled Cooler,Boost 3.0,P-Core Turbo,TDP-down Frequency,Boost 2.0,LPDDR4 Speed,UPI Links,Max. Memory,Retail Launch,Turbo Boost 2.0,Max Turbo Power,DMI,Adjustable Multiplier,Cache L4,TDP Range,Processor Base Power,MSRP,Retail Refresh,Core Process,Cache Process,Cache Die Size,Cache Dies,NB Frequency,ACP,Retail Release,Package HBM,Max Multi Adjust,Retail Availability,3D V-Cache,LPDDR5x Speed,All P-Core Turbo,Radeon Graphics Die Size,Dedicated Graphics
Intel Pentium 1405 V2,https://www.techpowerup.com/cpu-specs/pentium-1405-v2.c3180,Intel Socket 1356,Intel,22 nm,FC-LGA12A,80°C,,Server/Workstation,End-of-life,"Jan 9th, 2014",SR1AW,1400 MHz,N/A,,,100 MHz,14.0x,No,40 W,,,,,Ivy Bridge-EN,Pentium (Ivy Bridge),DDR3-1333 MHz Dual-channel,,,,,Yes,"Gen 3, 24 Lanes(CPU only)",,,,2,2,,1,N/A,64K (per core),256K (per core),6MB (shared),,,"1,008 million",133 mm²,,,$156,,,C602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 2020M,https://www.techpowerup.com/cpu-specs/pentium-2020m.c1303,Intel Socket G2 (988B),Intel,22 nm,FC-PGA12F,,,Mobile,unknown,"Sep 1st, 2012",SR0U1,2.4 GHz,N/A,,,100 MHz,24.0x,No,35 W,,,,,Ivy Bridge,Pentium (Ivy Bridge),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 2030M,https://www.techpowerup.com/cpu-specs/pentium-2030m.c1586,Intel Socket G2 (988B),Intel,22 nm,FC-PGA12F,,,Mobile,unknown,"Jan 1st, 2013",SR0ZZ,2.5 GHz,N/A,,,100 MHz,25.0x,No,35 W,,,,,Ivy Bridge,Pentium (Ivy Bridge),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 2117U,https://www.techpowerup.com/cpu-specs/pentium-2117u.c1304,Intel BGA 1023,Intel,22 nm,FC-PGA12F,,,Mobile,unknown,"Sep 1st, 2012",unknown,1800 MHz,N/A,,,100 MHz,18.0x,No,17 W,,,,,Ivy Bridge,Pentium (Ivy Bridge),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 2117U,https://www.techpowerup.com/cpu-specs/pentium-2117u.c1587,Intel Socket G2 (988B),Intel,22 nm,FC-PGA12F,,,Mobile,unknown,"Sep 1st, 2012",unknown,1800 MHz,N/A,,,100 MHz,18.0x,No,17 W,,,,,Ivy Bridge,Pentium (Ivy Bridge),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 2129Y,https://www.techpowerup.com/cpu-specs/pentium-2129y.c1588,Intel BGA 1023,Intel,22 nm,FC-PGA12F,,,Mobile,unknown,"Sep 1st, 2012",SR12M,1100 MHz,N/A,,,100 MHz,11.0x,No,10 W,,,,,Ivy Bridge,Pentium (Ivy Bridge),DDR3 Dual-channel,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 350,https://www.techpowerup.com/cpu-specs/pentium-350.c869,Intel Socket 1155,Intel,32 nm,FC-LGA10,,,Server/Workstation,End-of-life,"Nov 21st, 2011",SR07S,1200 MHz,N/A,,,100 MHz,12.0x,No,15 W,,,,,Sandy Bridge,Pentium (Sandy Bridge),DDR3 Dual-channel,,,,,No,"Gen 3, 16 Lanes(CPU only)",,,,2,4,,1,N/A,64K (per core),256K (per core),3MB (shared),,,504 million,131 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 3550M,https://www.techpowerup.com/cpu-specs/pentium-3550m.c1720,Intel Socket G3,Intel,22 nm,FC-PGA946,105°C,,Mobile,Active,"Sep 1st, 2013",unknown,2.3 GHz,N/A,,,100 MHz,23.0x,No,37 W,,,,,Haswell,Pentium (Haswell),DDR3,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 3556U,https://www.techpowerup.com/cpu-specs/pentium-3556u.c1724,Intel BGA 1168,Intel,22 nm,FC-BGA1168,105°C,,Mobile,Active,"Sep 1st, 2013",unknown,1700 MHz,N/A,,,100 MHz,17.0x,No,15 W,,,,,Haswell,Pentium (Haswell),DDR3,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 3560Y,https://www.techpowerup.com/cpu-specs/pentium-3560y.c1725,Intel BGA 1168,Intel,22 nm,FC-BGA1168,105°C,,Mobile,Active,"Sep 1st, 2013",unknown,1200 MHz,N/A,,,100 MHz,12.0x,No,12 W,,,,,Haswell,Pentium (Haswell),DDR3,,,,,No,,,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,400 million",118 mm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 3805U,https://www.techpowerup.com/cpu-specs/pentium-3805u.c1800,Intel BGA 1168,Intel,14 nm,FC-BGA14F,105°C,,Mobile,End-of-life,"Mar 1st, 2015",SR210,1900 MHz,N/A,,,100 MHz,19.0x,No,15 W,,,,,Broadwell-U,Pentium (Broadwell-U),DDR3-1600 MHz Dual-channel,,,,,No,"Gen 2, 12 Lanes(CPU only)",,,,2,2,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,"1,300 million",82 mm²,,,$161,,,,10W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 3825U,https://www.techpowerup.com/cpu-specs/pentium-3825u.c2689,Intel BGA 1168,Intel,14 nm,FC-BGA1168,105°C,,Mobile,End-of-life,"Mar 1st, 2015",SR24B,1900 MHz,N/A,,,100 MHz,19.0x,No,15 W,,,,,Broadwell-U,Pentium (Broadwell-U),DDR3-1600 MHz Dual-channel,,,,,No,"Gen 2, 12 Lanes(CPU only)",,,,2,4,,1,Intel HD,64K (per core),256K (per core),2MB (shared),,,,,,,,,,,10W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.3,https://www.techpowerup.com/cpu-specs/pentium-4-1-3.c1269,Intel Socket 478,Intel,180 nm,µPGA,70°C,,Desktop,End-of-life,"Jan 3rd, 2001",SL5FWSL4SFSL4QDSL5GC,1300 MHz,N/A,,,100 MHz,13.0x,No,52 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.4,https://www.techpowerup.com/cpu-specs/pentium-4-1-4.c296,Intel Socket 423,Intel,180 nm,µPGA,72°C,,Desktop,End-of-life,"Nov 20th, 2000",SL4SGSL4SCSL4X2SL4WS,1400 MHz,N/A,,,100 MHz,14.0x,No,55 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,$644,,1.75 V,i850,,,,,,,,,,,,,,,,,400 MT/s,12K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.4,https://www.techpowerup.com/cpu-specs/pentium-4-1-4.c1244,Intel Socket 478,Intel,180 nm,µPGA,72°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5N7SL59USL5UESL5TG,1400 MHz,N/A,,,100 MHz,14.0x,No,55 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.5,https://www.techpowerup.com/cpu-specs/pentium-4-1-5.c297,Intel Socket 423,Intel,180 nm,µPGA,73°C,,Desktop,End-of-life,"Nov 20th, 2000",SL4TYSL4WTSL4SHSL5TNSL5SXSL4X3,1500 MHz,N/A,,,100 MHz,15.0x,No,58 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,$819,,1.75 V,,,,,,,,,,,,,,,,,,400 MT/s,,,,,,,,12 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.5,https://www.techpowerup.com/cpu-specs/pentium-4-1-5.c1270,Intel Socket 478,Intel,180 nm,µPGA,73°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5TJSL5N8SL59VSL6BASL62YSL5UF,1500 MHz,N/A,,,100 MHz,15.0x,No,58 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.6,https://www.techpowerup.com/cpu-specs/pentium-4-1-6.c1271,Intel Socket 478,Intel,180 nm,µPGA,75°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5UWSL5USSL5UJSL6BCSL679SL5VH,1600 MHz,N/A,,,100 MHz,16.0x,No,61 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.6,https://www.techpowerup.com/cpu-specs/pentium-4-1-6.c294,Intel Socket 423,Intel,180 nm,µPGA,75°C,,Desktop,End-of-life,"Jul 2nd, 2001",SL4X4SL4WUSL5VLSL5UL,1600 MHz,N/A,,,100 MHz,16.0x,No,61 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,i850,,,,,,,,,,,,,,,,,400 MT/s,,,,,,,,12 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.7,https://www.techpowerup.com/cpu-specs/pentium-4-1-7.c1272,Intel Socket 478,Intel,180 nm,µPGA,76°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5TKSL5N9SL59XSL5UGSL6BDSL67ASL62Z,1700 MHz,N/A,,,100 MHz,17.0x,No,64 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.7,https://www.techpowerup.com/cpu-specs/pentium-4-1-7.c293,Intel Socket 423,Intel,180 nm,µPGA,76°C,,Desktop,End-of-life,"Apr 23rd, 2001",SL57WSL57VSL5TPSL5SY,1700 MHz,N/A,,,100 MHz,17.0x,No,64 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,$352,,1.75 V,i850,,,,,,,,,,,,,,,,,400 MT/s,,,,,,,,12 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.8,https://www.techpowerup.com/cpu-specs/pentium-4-1-8.c2993,Intel Socket 423,Intel,180 nm,µPGA,78°C,,Desktop,End-of-life,"Jul 2nd, 2001",SL4WVSL4X5SL5UMSL5VM,1800 MHz,N/A,,,100 MHz,18.0x,No,67 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,i850,,,,,,,,,,,,,,,,,400 MT/s,,,,,,,,12 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.80,https://www.techpowerup.com/cpu-specs/pentium-4-1-80.c1273,Intel Socket 478,Intel,180 nm,µPGA,78°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5UVSL5UTSL5UKSL6BESL67BSL5VJ,1800 MHz,N/A,,,100 MHz,18.0x,No,67 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.8A,https://www.techpowerup.com/cpu-specs/pentium-4-1-8a.c292,Intel Socket 478,Intel,180 nm,µPGA,78°C,,Desktop,End-of-life,"Jul 2nd, 2001",SL63X,1800 MHz,N/A,,,100 MHz,18.0x,No,69 W,,,,,Willamette,Pentium 4 (Willamette),unknown,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.9,https://www.techpowerup.com/cpu-specs/pentium-4-1-9.c291,Intel Socket 423,Intel,180 nm,µPGA,73°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5VNSL5WH,1900 MHz,N/A,,,100 MHz,19.0x,No,69 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,i850,,,,,,,,,,,,,,,,,400 MT/s,,,,,,,,12 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 1.9,https://www.techpowerup.com/cpu-specs/pentium-4-1-9.c1274,Intel Socket 478,Intel,180 nm,µPGA,73°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5WGSL5VKSL6BFSL67C,1900 MHz,N/A,,,100 MHz,19.0x,No,69 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.0,https://www.techpowerup.com/cpu-specs/pentium-4-2-0.c290,Intel Socket 423,Intel,180 nm,µPGA,74°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5SZSL5TQ,2000 MHz,N/A,,,100 MHz,20.0x,No,72 W,,,,,Willamette,Pentium 4 (Willamette),unknown-800 MHz Dual-channel,,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,i850,,,,,,,,,,,,,,,,,400 MT/s,,,,,,,,12 K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.0,https://www.techpowerup.com/cpu-specs/pentium-4-2-0.c287,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Jan 7th, 2002",SL6SP,2000 MHz,N/A,,,100 MHz,20.0x,No,92 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,125 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.0,https://www.techpowerup.com/cpu-specs/pentium-4-2-0.c283,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Jan 1st, 2001",SL6S7,2000 MHz,N/A,,,133 MHz,15.0x,No,110 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.0,https://www.techpowerup.com/cpu-specs/pentium-4-2-0.c1275,Intel Socket 478,Intel,180 nm,µPGA,74°C,,Desktop,End-of-life,"Aug 27th, 2001",SL5TLSL5UH,2000 MHz,N/A,,,100 MHz,20.0x,No,72 W,,,,,Willamette,Pentium 4 (Willamette),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,256K,,,,42 million,217 mm²,,,,,1.75 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.2,https://www.techpowerup.com/cpu-specs/pentium-4-2-2.c286,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Jan 7th, 2002",SL5YS,2.2 GHz,N/A,,,100 MHz,22.0x,No,92 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.26,https://www.techpowerup.com/cpu-specs/pentium-4-2-26.c281,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Jan 7th, 2002",SL6D6,2.261 GHz,N/A,,,133 MHz,17.0x,No,110 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.4,https://www.techpowerup.com/cpu-specs/pentium-4-2-4.c282,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Apr 2nd, 2002",unknown,2.4 GHz,N/A,,,133 MHz,18.0x,No,110 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.4,https://www.techpowerup.com/cpu-specs/pentium-4-2-4.c285,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"May 6th, 2002",SL67R,2.4 GHz,N/A,,,100 MHz,24.0x,No,92 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.40,https://www.techpowerup.com/cpu-specs/pentium-4-2-40.c322,Intel Socket 478,Intel,90 nm,µPGA,,,Desktop,End-of-life,"Mar 1st, 2004",unknown,2.4 GHz,N/A,,,133 MHz,18.0x,No,110 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.525 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.53,https://www.techpowerup.com/cpu-specs/pentium-4-2-53.c279,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"May 6th, 2002",unknown,2.527 GHz,N/A,,,133 MHz,19.0x,No,110 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.60,https://www.techpowerup.com/cpu-specs/pentium-4-2-60.c284,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Aug 25th, 2002",unknown,2.6 GHz,N/A,,,100 MHz,26.0x,No,92 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.66,https://www.techpowerup.com/cpu-specs/pentium-4-2-66.c278,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Aug 25th, 2002",unknown,2.66 GHz,N/A,,,133 MHz,20.0x,No,110 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 2.80,https://www.techpowerup.com/cpu-specs/pentium-4-2-80.c277,Intel Socket 478,Intel,130 nm,µPGA,,,Desktop,End-of-life,"Aug 25th, 2002",SL6HL,2.793 GHz,N/A,,,133 MHz,21.0x,No,110 W,,,,,Northwood,Pentium 4 (Northwood),"DDR1, DDR2",,,,,No,,,,,1,1,,1,N/A,8K,512K,,,,55 million,146 mm²,,,,,1.5 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 505,https://www.techpowerup.com/cpu-specs/pentium-4-505.c435,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Dec 1st, 2004",SL7YU,2.66 GHz,N/A,,,133 MHz,20.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.388 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 505J,https://www.techpowerup.com/cpu-specs/pentium-4-505j.c436,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Dec 1st, 2004",SL85U,2.66 GHz,N/A,,,133 MHz,20.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.388 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 506,https://www.techpowerup.com/cpu-specs/pentium-4-506.c438,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 1st, 2005",SL8J8,2.66 GHz,N/A,,,133 MHz,20.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Pentium 4 506,https://www.techpowerup.com/cpu-specs/pentium-4-506.c437,Intel Socket 775,Intel,90 nm,FC-LGA4,,,Desktop,End-of-life,"Jun 1st, 2005",SL9CK,2.66 GHz,N/A,,,133 MHz,20.0x,No,84 W,,,,,Prescott,Pentium 4 (Prescott),"DDR1, DDR2, DDR3 Dual-channel",,,,,No,Gen 2,,,,1,1,,1,N/A,16K,1MB,,,,125 million,109 mm²,,,,,1.4 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
